tbl;Year;quarter;citymarketid_1;citymarketid_2;city1;city2;airportid_1;airportid_2;airport_1;airport_2;nsmiles;passengers;fare;carrier_lg;large_ms;fare_lg;carrier_low;lf_ms;fare_low;tbl1apk;Columna2;Columna1
Table1a;2021;3;30721;32337;Boston, MA (Metropolitan Area);Indianapolis, IN;10721;12339;BOS;IND;818;438;19723;DL;5222;21493;AA;3530;18680;202131072112339BOSIND;;
Table1a;2021;3;30721;32337;Boston, MA (Metropolitan Area);Indianapolis, IN;13296;12339;MHT;IND;818;26;25309;AA;5041;26573;WN;4380;23997;202131329612339MHTIND;;
Table1a;2021;3;30721;32337;Boston, MA (Metropolitan Area);Indianapolis, IN;14307;12339;PVD;IND;818;42;25785;AA;4066;26938;WN;1714;19826;202131430712339PVDIND;;
Table1a;2021;3;30721;32457;Boston, MA (Metropolitan Area);San Francisco, CA (Metropolitan Area);10721;13796;BOS;OAK;2704;51;31665;WN;5494;31914;WN;5494;31914;202131072113796BOSOAK;;
Table1a;2021;3;30721;32457;Boston, MA (Metropolitan Area);San Francisco, CA (Metropolitan Area);10721;14771;BOS;SFO;2704;2355;39702;B6;4795;41918;UA;3009;41161;202131072114771BOSSFO;;
Table1a;2021;3;30721;32457;Boston, MA (Metropolitan Area);San Francisco, CA (Metropolitan Area);10721;14831;BOS;SJC;2704;293;30850;B6;6287;31716;DL;1461;28881;202131072114831BOSSJC;;
Table1a;2021;3;30721;32457;Boston, MA (Metropolitan Area);San Francisco, CA (Metropolitan Area);13296;13796;MHT;OAK;2704;8;32617;WN;10000;32617;WN;10000;32617;202131329613796MHTOAK;;
Table1a;2021;3;30721;32457;Boston, MA (Metropolitan Area);San Francisco, CA (Metropolitan Area);13296;14771;MHT;SFO;2704;10;40526;AA;5506;37859;AA;5506;37859;202131329614771MHTSFO;;
Table1a;2021;3;30721;32457;Boston, MA (Metropolitan Area);San Francisco, CA (Metropolitan Area);13296;14831;MHT;SJC;2704;5;39334;WN;7551;36335;WN;7551;36335;202131329614831MHTSJC;;
Table1a;2021;3;30721;32457;Boston, MA (Metropolitan Area);San Francisco, CA (Metropolitan Area);14307;13796;PVD;OAK;2704;12;34296;WN;9259;34072;WN;9259;34072;202131430713796PVDOAK;;
Table1a;2021;3;30721;32457;Boston, MA (Metropolitan Area);San Francisco, CA (Metropolitan Area);14307;14771;PVD;SFO;2704;57;39213;DL;2958;35000;SY;1317;29781;202131430714771PVDSFO;;
Table1a;2021;3;30721;32457;Boston, MA (Metropolitan Area);San Francisco, CA (Metropolitan Area);14307;14831;PVD;SJC;2704;8;34145;WN;5479;34951;DL;2603;27553;202131430714831PVDSJC;;
Table1a;2021;3;30721;32467;Boston, MA (Metropolitan Area);Miami, FL (Metropolitan Area);10721;11697;BOS;FLL;1283;1685;14139;B6;4704;14728;DL;2163;14445;202131072111697BOSFLL;;
Table1a;2021;3;30721;32467;Boston, MA (Metropolitan Area);Miami, FL (Metropolitan Area);10721;13303;BOS;MIA;1283;1693;14692;B6;3806;12702;B6;3806;12702;202131072113303BOSMIA;;
Table1a;2021;3;30721;32467;Boston, MA (Metropolitan Area);Miami, FL (Metropolitan Area);13296;11697;MHT;FLL;1283;26;18766;WN;6102;17384;WN;6102;17384;202131329611697MHTFLL;;
Table1a;2021;3;30721;32467;Boston, MA (Metropolitan Area);Miami, FL (Metropolitan Area);13296;13303;MHT;MIA;1283;12;22656;AA;5413;23039;WN;4128;20507;202131329613303MHTMIA;;
Table1a;2021;3;30721;32467;Boston, MA (Metropolitan Area);Miami, FL (Metropolitan Area);14307;11697;PVD;FLL;1283;195;18094;B6;5751;15891;B6;5751;15891;202131430711697PVDFLL;;
Table1a;2021;3;30721;32467;Boston, MA (Metropolitan Area);Miami, FL (Metropolitan Area);14307;13303;PVD;MIA;1283;68;16059;F9;5361;9021;F9;5361;9021;202131430713303PVDMIA;;
Table1a;2021;3;30721;32575;Boston, MA (Metropolitan Area);Los Angeles, CA (Metropolitan Area);10721;10800;BOS;BUR;2611;52;23955;AA;4470;21977;AA;4470;21977;202131072110800BOSBUR;;
Table1a;2021;3;30721;32575;Boston, MA (Metropolitan Area);Los Angeles, CA (Metropolitan Area);10721;12892;BOS;LAX;2611;3147;32462;B6;3317;35052;AA;2141;30284;202131072112892BOSLAX;;
Table1a;2021;3;30721;32575;Boston, MA (Metropolitan Area);Los Angeles, CA (Metropolitan Area);10721;12954;BOS;LGB;2611;20;26284;WN;5936;25078;DL;1123;24113;202131072112954BOSLGB;;
Table1a;2021;3;30721;32575;Boston, MA (Metropolitan Area);Los Angeles, CA (Metropolitan Area);10721;13891;BOS;ONT;2611;72;32575;AA;4693;30629;AA;4693;30629;202131072113891BOSONT;;
Table1a;2021;3;30721;32575;Boston, MA (Metropolitan Area);Los Angeles, CA (Metropolitan Area);10721;14908;BOS;SNA;2611;124;36121;AA;4203;35856;WN;1208;31120;202131072114908BOSSNA;;
Table1a;2021;3;30721;32575;Boston, MA (Metropolitan Area);Los Angeles, CA (Metropolitan Area);13296;10800;MHT;BUR;2611;3;29727;WN;8333;28044;WN;8333;28044;202131329610800MHTBUR;;
Table1a;2021;3;30721;32575;Boston, MA (Metropolitan Area);Los Angeles, CA (Metropolitan Area);13296;12892;MHT;LAX;2611;23;35457;AA;5185;36582;WN;3704;32568;202131329612892MHTLAX;;
Table1a;2021;3;30721;32575;Boston, MA (Metropolitan Area);Los Angeles, CA (Metropolitan Area);13296;12954;MHT;LGB;2611;1;27648;WN;10000;27648;WN;10000;27648;202131329612954MHTLGB;;
Table1a;2021;3;30721;32575;Boston, MA (Metropolitan Area);Los Angeles, CA (Metropolitan Area);13296;13891;MHT;ONT;2611;3;32772;WN;6000;33459;AA;4000;31740;202131329613891MHTONT;;
Table1a;2021;3;30721;32575;Boston, MA (Metropolitan Area);Los Angeles, CA (Metropolitan Area);13296;14908;MHT;SNA;2611;7;35452;WN;5082;32326;WN;5082;32326;202131329614908MHTSNA;;
Table1a;2021;3;30721;32575;Boston, MA (Metropolitan Area);Los Angeles, CA (Metropolitan Area);14307;10800;PVD;BUR;2611;5;30100;WN;7447;24429;WN;7447;24429;202131430710800PVDBUR;;
Table1a;2021;3;30721;32575;Boston, MA (Metropolitan Area);Los Angeles, CA (Metropolitan Area);14307;12892;PVD;LAX;2611;78;34476;AA;3810;36513;SY;1275;24180;202131430712892PVDLAX;;
Table1a;2021;3;30721;32575;Boston, MA (Metropolitan Area);Los Angeles, CA (Metropolitan Area);14307;12954;PVD;LGB;2611;4;23943;WN;8462;23912;WN;8462;23912;202131430712954PVDLGB;;
Table1a;2021;3;30721;32575;Boston, MA (Metropolitan Area);Los Angeles, CA (Metropolitan Area);14307;13891;PVD;ONT;2611;12;41656;AA;4375;41022;WN;1786;39012;202131430713891PVDONT;;
Table1a;2021;3;30721;32575;Boston, MA (Metropolitan Area);Los Angeles, CA (Metropolitan Area);14307;14908;PVD;SNA;2611;22;38810;AA;4179;38679;WN;1592;32748;202131430714908PVDSNA;;
Table1a;2021;3;30721;33044;Boston, MA (Metropolitan Area);Louisville, KY;10721;14730;BOS;SDF;829;119;24697;AA;3890;23170;AA;3890;23170;202131072114730BOSSDF;;
Table1a;2021;3;30721;33044;Boston, MA (Metropolitan Area);Louisville, KY;13296;14730;MHT;SDF;829;26;23772;WN;5000;21990;WN;5000;21990;202131329614730MHTSDF;;
Table1a;2021;3;30721;33044;Boston, MA (Metropolitan Area);Louisville, KY;14307;14730;PVD;SDF;829;35;27172;AA;3600;27342;WN;2523;22205;202131430714730PVDSDF;;
Table1a;2021;3;30721;33105;Boston, MA (Metropolitan Area);Cincinnati, OH;10721;11193;BOS;CVG;752;339;25772;DL;7733;27140;AA;1584;21114;202131072111193BOSCVG;;
Table1a;2021;3;30721;33105;Boston, MA (Metropolitan Area);Cincinnati, OH;13296;11193;MHT;CVG;752;23;20683;AA;5721;21954;UA;1023;18587;202131329611193MHTCVG;;
Table1a;2021;3;30721;33105;Boston, MA (Metropolitan Area);Cincinnati, OH;14307;11193;PVD;CVG;752;57;17122;G4;4280;7279;G4;4280;7279;202131430711193PVDCVG;;
Table1a;2021;3;30721;33192;Boston, MA (Metropolitan Area);Sacramento, CA;10721;14893;BOS;SMF;2636;299;30218;B6;3406;29129;WN;1341;28372;202131072114893BOSSMF;;
Table1a;2021;3;30721;33192;Boston, MA (Metropolitan Area);Sacramento, CA;13296;14893;MHT;SMF;2636;13;35072;WN;5169;33685;WN;5169;33685;202131329614893MHTSMF;;
Table1a;2021;3;30721;33192;Boston, MA (Metropolitan Area);Sacramento, CA;14307;14893;PVD;SMF;2636;23;36658;WN;3803;34915;AA;2347;33272;202131430714893PVDSMF;;
Table1a;2021;3;30721;33195;Boston, MA (Metropolitan Area);Tampa, FL (Metropolitan Area);10721;15304;BOS;TPA;1204;1243;19699;DL;4469;19403;DL;4469;19403;202131072115304BOSTPA;;
Table1a;2021;3;30721;33195;Boston, MA (Metropolitan Area);Tampa, FL (Metropolitan Area);13296;15304;MHT;TPA;1204;109;22879;WN;7869;21967;WN;7869;21967;202131329615304MHTTPA;;
Table1a;2021;3;30721;33195;Boston, MA (Metropolitan Area);Tampa, FL (Metropolitan Area);14307;15304;PVD;TPA;1204;381;17913;WN;6970;19768;F9;2052;8456;202131430715304PVDTPA;;
Table1a;2021;3;30721;33198;Boston, MA (Metropolitan Area);Kansas City, MO;10721;13198;BOS;MCI;1256;343;24097;DL;6579;24409;WN;1516;23496;202131072113198BOSMCI;;
Table1a;2021;3;30721;33198;Boston, MA (Metropolitan Area);Kansas City, MO;13296;13198;MHT;MCI;1256;35;25314;WN;6380;23468;WN;6380;23468;202131329613198MHTMCI;;
Table1a;2021;3;30721;33198;Boston, MA (Metropolitan Area);Kansas City, MO;14307;13198;PVD;MCI;1256;51;26153;WN;4979;22950;WN;4979;22950;202131430713198PVDMCI;;
Table1a;2021;3;30721;33214;Boston, MA (Metropolitan Area);San Antonio, TX;10721;14683;BOS;SAT;1764;218;25794;AA;4778;24543;WN;1686;22813;202131072114683BOSSAT;;
Table1a;2021;3;30721;33214;Boston, MA (Metropolitan Area);San Antonio, TX;13296;14683;MHT;SAT;1764;26;26040;WN;6942;24680;WN;6942;24680;202131329614683MHTSAT;;
Table1a;2021;3;30721;33214;Boston, MA (Metropolitan Area);San Antonio, TX;14307;14683;PVD;SAT;1764;40;25618;WN;3710;23967;WN;3710;23967;202131430714683PVDSAT;;
Table1a;2021;3;30721;33342;Boston, MA (Metropolitan Area);Milwaukee, WI;10721;13342;BOS;MKE;860;175;26176;DL;5719;26918;WN;1307;22752;202131072113342BOSMKE;;
Table1a;2021;3;30721;33342;Boston, MA (Metropolitan Area);Milwaukee, WI;13296;13342;MHT;MKE;860;22;24756;WN;6600;22450;WN;6600;22450;202131329613342MHTMKE;;
Table1a;2021;3;30721;33342;Boston, MA (Metropolitan Area);Milwaukee, WI;14307;13342;PVD;MKE;860;33;26406;WN;3742;23231;WN;3742;23231;202131430713342PVDMKE;;
Table1a;2021;3;30721;33495;Boston, MA (Metropolitan Area);New Orleans, LA;10721;13495;BOS;MSY;1371;348;21852;B6;5988;20639;B6;5988;20639;202131072113495BOSMSY;;
Table1a;2021;3;30721;33495;Boston, MA (Metropolitan Area);New Orleans, LA;13296;13495;MHT;MSY;1371;11;26441;WN;5490;23898;UA;1176;21150;202131329613495MHTMSY;;
Table1a;2021;3;30721;33495;Boston, MA (Metropolitan Area);New Orleans, LA;14307;13495;PVD;MSY;1371;33;31721;DL;3377;35681;WN;2649;26952;202131430713495PVDMSY;;
Table1a;2021;3;30721;33570;Boston, MA (Metropolitan Area);San Diego, CA;10721;14679;BOS;SAN;2588;1111;32619;B6;5378;35648;AS;1854;29277;202131072114679BOSSAN;;
Table1a;2021;3;30721;33570;Boston, MA (Metropolitan Area);San Diego, CA;13296;14679;MHT;SAN;2588;34;31812;WN;4791;29494;WN;4791;29494;202131329614679MHTSAN;;
Table1a;2021;3;30721;33570;Boston, MA (Metropolitan Area);San Diego, CA;14307;14679;PVD;SAN;2588;82;34932;AA;3709;36739;DL;2000;27696;202131430714679PVDSAN;;
Table1a;2021;3;30721;33667;Boston, MA (Metropolitan Area);Norfolk, VA (Metropolitan Area);10721;13931;BOS;ORF;487;215;18415;DL;4505;19144;G4;1187;7867;202131072113931BOSORF;;
Table1a;2021;3;30721;33667;Boston, MA (Metropolitan Area);Norfolk, VA (Metropolitan Area);10721;14098;BOS;PHF;487;8;22430;AA;10000;22430;AA;10000;22430;202131072114098BOSPHF;;
Table1a;2021;3;30721;33667;Boston, MA (Metropolitan Area);Norfolk, VA (Metropolitan Area);13296;13931;MHT;ORF;487;46;19246;AA;4692;21897;WN;3886;16734;202131329613931MHTORF;;
Table1a;2021;3;30721;33667;Boston, MA (Metropolitan Area);Norfolk, VA (Metropolitan Area);13296;14098;MHT;PHF;487;3;25491;AA;9583;25906;AA;9583;25906;202131329614098MHTPHF;;
Table1a;2021;3;30721;33667;Boston, MA (Metropolitan Area);Norfolk, VA (Metropolitan Area);14307;13931;PVD;ORF;487;58;22303;AA;5599;23953;WN;3352;20582;202131430713931PVDORF;;
Table1a;2021;3;30721;33667;Boston, MA (Metropolitan Area);Norfolk, VA (Metropolitan Area);14307;14098;PVD;PHF;487;3;26120;AA;10000;26120;AA;10000;26120;202131430714098PVDPHF;;
Table1a;2021;3;30721;34027;Boston, MA (Metropolitan Area);West Palm Beach/Palm Beach, FL;10721;14027;BOS;PBI;1222;614;19699;B6;8830;19500;UA;209;15987;202131072114027BOSPBI;;
Table1a;2021;3;30721;34027;Boston, MA (Metropolitan Area);West Palm Beach/Palm Beach, FL;13296;14027;MHT;PBI;1222;24;22898;WN;5388;20318;WN;5388;20318;202131329614027MHTPBI;;
Table1a;2021;3;30721;34027;Boston, MA (Metropolitan Area);West Palm Beach/Palm Beach, FL;14307;14027;PVD;PBI;1222;81;21347;B6;2934;12734;B6;2934;12734;202131430714027PVDPBI;;
Table1a;2021;3;30721;34057;Boston, MA (Metropolitan Area);Portland, OR;10721;14057;BOS;PDX;2537;644;30848;AS;3748;33355;DL;1697;28703;202131072114057BOSPDX;;
Table1a;2021;3;30721;34057;Boston, MA (Metropolitan Area);Portland, OR;13296;14057;MHT;PDX;2537;18;33953;WN;6442;31432;WN;6442;31432;202131329614057MHTPDX;;
Table1a;2021;3;30721;34057;Boston, MA (Metropolitan Area);Portland, OR;14307;14057;PVD;PDX;2537;30;35117;WN;3429;36411;DL;2964;33056;202131430714057PVDPDX;;
Table1a;2021;3;30721;34100;Boston, MA (Metropolitan Area);Philadelphia, PA;10721;14100;BOS;PHL;289;911;16938;AA;6439;17388;B6;3095;16367;202131072114100BOSPHL;;
Table1a;2021;3;30721;34100;Boston, MA (Metropolitan Area);Philadelphia, PA;13296;14100;MHT;PHL;289;74;21840;AA;9765;21900;UA;147;18530;202131329614100MHTPHL;;
Table1a;2021;3;30721;34100;Boston, MA (Metropolitan Area);Philadelphia, PA;14307;14100;PVD;PHL;289;72;23088;AA;9653;23618;F9;317;6219;202131430714100PVDPHL;;
Table1a;2021;3;30721;34492;Boston, MA (Metropolitan Area);Raleigh/Durham, NC;10721;14492;BOS;RDU;625;973;20466;DL;5331;20621;B6;3740;20361;202131072114492BOSRDU;;
Table1a;2021;3;30721;34492;Boston, MA (Metropolitan Area);Raleigh/Durham, NC;13296;14492;MHT;RDU;625;42;22664;WN;4635;21370;WN;4635;21370;202131329614492MHTRDU;;
Table1a;2021;3;30721;34492;Boston, MA (Metropolitan Area);Raleigh/Durham, NC;14307;14492;PVD;RDU;625;67;22995;AA;4314;23683;WN;4134;22837;202131430714492PVDRDU;;
Table1a;2021;3;30721;34524;Boston, MA (Metropolitan Area);Richmond, VA;10721;14524;BOS;RIC;487;510;17922;B6;5135;18064;DL;4246;17549;202131072114524BOSRIC;;
Table1a;2021;3;30721;34524;Boston, MA (Metropolitan Area);Richmond, VA;13296;14524;MHT;RIC;487;9;23398;AA;7975;24245;UA;1899;20243;202131329614524MHTRIC;;
Table1a;2021;3;30721;34524;Boston, MA (Metropolitan Area);Richmond, VA;14307;14524;PVD;RIC;487;16;23120;AA;7778;24756;UA;2083;17163;202131430714524PVDRIC;;
Table1a;2021;3;30721;34614;Boston, MA (Metropolitan Area);Salt Lake City, UT;10721;14869;BOS;SLC;2105;761;27937;DL;6578;30461;B6;2272;22068;202131072114869BOSSLC;;
Table1a;2021;3;30721;34614;Boston, MA (Metropolitan Area);Salt Lake City, UT;13296;14869;MHT;SLC;2105;27;29282;WN;6071;26873;WN;6071;26873;202131329614869MHTSLC;;
Table1a;2021;3;30721;34614;Boston, MA (Metropolitan Area);Salt Lake City, UT;14307;14869;PVD;SLC;2105;30;31413;WN;3464;26456;WN;3464;26456;202131430714869PVDSLC;;
Table1a;2021;3;30721;34685;Boston, MA (Metropolitan Area);Savannah, GA;10721;14685;BOS;SAV;917;325;19242;B6;6622;19127;AA;1395;18037;202131072114685BOSSAV;;
Table1a;2021;3;30721;34685;Boston, MA (Metropolitan Area);Savannah, GA;13296;14685;MHT;SAV;917;17;21939;AA;4843;25461;UA;1509;17146;202131329614685MHTSAV;;
Table1a;2021;3;30721;34685;Boston, MA (Metropolitan Area);Savannah, GA;14307;14685;PVD;SAV;917;35;21039;AA;4151;20935;UA;1038;18628;202131430714685PVDSAV;;
Table1a;2021;3;30721;34986;Boston, MA (Metropolitan Area);Sarasota/Bradenton, FL;10721;14986;BOS;SRQ;1240;164;17281;G4;2821;9814;G4;2821;9814;202131072114986BOSSRQ;;
Table1a;2021;3;30721;34986;Boston, MA (Metropolitan Area);Sarasota/Bradenton, FL;13296;14986;MHT;SRQ;1240;32;22198;WN;6780;19395;WN;6780;19395;202131329614986MHTSRQ;;
Table1a;2021;3;30721;34986;Boston, MA (Metropolitan Area);Sarasota/Bradenton, FL;14307;14986;PVD;SRQ;1240;33;22806;WN;4886;19650;WN;4886;19650;202131430714986PVDSRQ;;
Table1a;2021;3;30785;30852;Burlington, VT;Washington, DC (Metropolitan Area);10785;10821;BTV;BWI;441;1;28269;AA;9167;28610;AA;9167;28610;202131078510821BTVBWI;;
Table1a;2021;3;30785;30852;Burlington, VT;Washington, DC (Metropolitan Area);10785;11278;BTV;DCA;441;112;23159;AA;9709;23127;AA;9709;23127;202131078511278BTVDCA;;
Table1a;2021;3;30785;30852;Burlington, VT;Washington, DC (Metropolitan Area);10785;12264;BTV;IAD;441;63;25836;UA;9794;25855;UA;9794;25855;202131078512264BTVIAD;;
Table1a;2021;3;30792;30194;Buffalo, NY;Dallas/Fort Worth, TX;10792;11259;BUF;DAL;1212;38;23466;WN;8290;23088;WN;8290;23088;202131079211259BUFDAL;;
Table1a;2021;3;30792;30194;Buffalo, NY;Dallas/Fort Worth, TX;10792;11298;BUF;DFW;1212;159;28438;AA;8007;29509;DL;1370;25671;202131079211298BUFDFW;;
Table1a;2021;3;30792;30852;Buffalo, NY;Washington, DC (Metropolitan Area);10792;10821;BUF;BWI;296;161;14818;WN;9886;14792;WN;9886;14792;202131079210821BUFBWI;;
Table1a;2021;3;30792;30852;Buffalo, NY;Washington, DC (Metropolitan Area);10792;11278;BUF;DCA;296;110;17033;AA;9369;16905;AA;9369;16905;202131079211278BUFDCA;;
Table1a;2021;3;30792;30852;Buffalo, NY;Washington, DC (Metropolitan Area);10792;12264;BUF;IAD;296;76;17251;UA;9813;17117;UA;9813;17117;202131079212264BUFIAD;;
Table1a;2021;3;30792;30977;Buffalo, NY;Chicago, IL;10792;13232;BUF;MDW;473;121;15363;WN;9838;15304;WN;9838;15304;202131079213232BUFMDW;;
Table1a;2021;3;30792;30977;Buffalo, NY;Chicago, IL;10792;13930;BUF;ORD;473;210;18835;UA;5316;17975;UA;5316;17975;202131079213930BUFORD;;
Table1a;2021;3;30792;31703;Buffalo, NY;New York City, NY (Metropolitan Area);10792;11618;BUF;EWR;326;141;19115;UA;9846;18940;UA;9846;18940;202131079211618BUFEWR;;
Table1a;2021;3;30792;31703;Buffalo, NY;New York City, NY (Metropolitan Area);10792;12197;BUF;HPN;326;0;22567;AA;10000;22567;AA;10000;22567;202131079212197BUFHPN;;
Table1a;2021;3;30792;31703;Buffalo, NY;New York City, NY (Metropolitan Area);10792;12391;BUF;ISP;326;9;19526;WN;8941;18893;WN;8941;18893;202131079212391BUFISP;;
Table1a;2021;3;30792;31703;Buffalo, NY;New York City, NY (Metropolitan Area);10792;12478;BUF;JFK;326;535;18695;B6;5972;18513;B6;5972;18513;202131079212478BUFJFK;;
Table1a;2021;3;30792;31703;Buffalo, NY;New York City, NY (Metropolitan Area);10792;12953;BUF;LGA;326;71;17407;DL;8995;17500;AA;670;15595;202131079212953BUFLGA;;
Table1a;2021;3;30792;31703;Buffalo, NY;New York City, NY (Metropolitan Area);10792;15070;BUF;SWF;326;0;20600;AA;10000;20600;AA;10000;20600;202131079215070BUFSWF;;
Table1a;2021;3;30792;32467;Buffalo, NY;Miami, FL (Metropolitan Area);10792;11697;BUF;FLL;1185;290;17655;WN;5564;17480;AA;1416;16402;202131079211697BUFFLL;;
Table1a;2021;3;30792;32467;Buffalo, NY;Miami, FL (Metropolitan Area);10792;13303;BUF;MIA;1185;129;17814;AA;4389;18321;F9;1432;14929;202131079213303BUFMIA;;
Table1a;2021;3;30792;32575;Buffalo, NY;Los Angeles, CA (Metropolitan Area);10792;10800;BUF;BUR;2218;14;31020;WN;8182;28932;WN;8182;28932;202131079210800BUFBUR;;
Table1a;2021;3;30792;32575;Buffalo, NY;Los Angeles, CA (Metropolitan Area);10792;12892;BUF;LAX;2218;323;27059;B6;5770;25818;B6;5770;25818;202131079212892BUFLAX;;
Table1a;2021;3;30792;32575;Buffalo, NY;Los Angeles, CA (Metropolitan Area);10792;12954;BUF;LGB;2218;9;24426;WN;8810;22034;WN;8810;22034;202131079212954BUFLGB;;
Table1a;2021;3;30792;32575;Buffalo, NY;Los Angeles, CA (Metropolitan Area);10792;13891;BUF;ONT;2218;24;31247;WN;5180;31171;DL;1216;27712;202131079213891BUFONT;;
Table1a;2021;3;30792;32575;Buffalo, NY;Los Angeles, CA (Metropolitan Area);10792;14908;BUF;SNA;2218;36;30633;AA;4079;32352;WN;2870;28340;202131079214908BUFSNA;;
Table1a;2021;3;30792;33195;Buffalo, NY;Tampa, FL (Metropolitan Area);10792;15304;BUF;TPA;1053;268;17094;WN;5392;18719;F9;2056;7408;202131079215304BUFTPA;;
Table1a;2021;3;30849;30194;Bozeman, MT;Dallas/Fort Worth, TX;10849;11259;BZN;DAL;1172;34;19904;WN;9811;19918;AS;158;19154;202131084911259BZNDAL;;
Table1a;2021;3;30849;30194;Bozeman, MT;Dallas/Fort Worth, TX;10849;11298;BZN;DFW;1172;163;23200;AA;8497;23353;AS;279;18681;202131084911298BZNDFW;;
Table1a;2021;3;30849;30852;Bozeman, MT;Washington, DC (Metropolitan Area);10849;10821;BZN;BWI;1805;54;26958;WN;3133;24306;AA;1446;23747;202131084910821BZNBWI;;
Table1a;2021;3;30849;30852;Bozeman, MT;Washington, DC (Metropolitan Area);10849;11278;BZN;DCA;1805;45;25684;AA;3883;23098;AA;3883;23098;202131084911278BZNDCA;;
Table1a;2021;3;30849;30852;Bozeman, MT;Washington, DC (Metropolitan Area);10849;12264;BZN;IAD;1805;117;26520;UA;8829;26287;WN;409;20165;202131084912264BZNIAD;;
Table1a;2021;3;30849;30977;Bozeman, MT;Chicago, IL;10849;13232;BZN;MDW;1198;18;21802;WN;9752;21631;WN;9752;21631;202131084913232BZNMDW;;
Table1a;2021;3;30849;30977;Bozeman, MT;Chicago, IL;10849;13930;BZN;ORD;1198;229;21805;UA;5540;23137;AA;3464;19800;202131084913930BZNORD;;
Table1a;2021;3;30849;31703;Bozeman, MT;New York City, NY (Metropolitan Area);10849;11618;BZN;EWR;1931;144;30948;UA;8410;31681;AA;460;21990;202131084911618BZNEWR;;
Table1a;2021;3;30849;31703;Bozeman, MT;New York City, NY (Metropolitan Area);10849;12197;BZN;HPN;1931;3;30659;AA;6429;33234;UA;1786;24800;202131084912197BZNHPN;;
Table1a;2021;3;30849;31703;Bozeman, MT;New York City, NY (Metropolitan Area);10849;12391;BZN;ISP;1931;0;49825;AA;10000;49825;AA;10000;49825;202131084912391BZNISP;;
Table1a;2021;3;30849;31703;Bozeman, MT;New York City, NY (Metropolitan Area);10849;12478;BZN;JFK;1931;145;22896;DL;6285;24684;B6;3124;18817;202131084912478BZNJFK;;
Table1a;2021;3;30849;31703;Bozeman, MT;New York City, NY (Metropolitan Area);10849;12953;BZN;LGA;1931;57;27339;AA;4297;24197;AA;4297;24197;202131084912953BZNLGA;;
Table1a;2021;3;30849;32457;Bozeman, MT;San Francisco, CA (Metropolitan Area);10849;13796;BZN;OAK;807;34;20475;WN;3839;21256;G4;1645;9798;202131084913796BZNOAK;;
Table1a;2021;3;30849;32457;Bozeman, MT;San Francisco, CA (Metropolitan Area);10849;14771;BZN;SFO;807;155;24565;UA;6403;27935;AS;1281;17423;202131084914771BZNSFO;;
Table1a;2021;3;30849;32457;Bozeman, MT;San Francisco, CA (Metropolitan Area);10849;14831;BZN;SJC;807;32;22449;DL;4730;23150;WN;2601;19442;202131084914831BZNSJC;;
Table1a;2021;3;30849;32575;Bozeman, MT;Los Angeles, CA (Metropolitan Area);10849;10800;BZN;BUR;908;19;15281;DL;3943;18774;WN;3886;11275;202131084910800BZNBUR;;
Table1a;2021;3;30849;32575;Bozeman, MT;Los Angeles, CA (Metropolitan Area);10849;12892;BZN;LAX;908;244;15799;AS;3367;14350;B6;1216;13338;202131084912892BZNLAX;;
