tbl;Year;quarter;citymarketid_1;citymarketid_2;city1;city2;airportid_1;airportid_2;airport_1;airport_2;nsmiles;passengers;fare;carrier_lg;large_ms;fare_lg;carrier_low;lf_ms;fare_low;tbl1apk;Columna2;Columna1
Table1a;2021;3;32575;34685;Los Angeles, CA (Metropolitan Area);Savannah, GA;14908;14685;SNA;SAV;2152;33;29825;AA;4224;29432;UA;1551;26746;202131490814685SNASAV;;
Table1a;2021;3;32575;35096;Los Angeles, CA (Metropolitan Area);Syracuse, NY;10800;15096;BUR;SYR;2351;2;35926;DL;4737;40528;B6;1053;22600;202131080015096BURSYR;;
Table1a;2021;3;32575;35096;Los Angeles, CA (Metropolitan Area);Syracuse, NY;12892;15096;LAX;SYR;2351;142;37852;AA;4351;35285;AA;4351;35285;202131289215096LAXSYR;;
Table1a;2021;3;32575;35096;Los Angeles, CA (Metropolitan Area);Syracuse, NY;12954;15096;LGB;SYR;2351;1;29389;AA;10000;29389;AA;10000;29389;202131295415096LGBSYR;;
Table1a;2021;3;32575;35096;Los Angeles, CA (Metropolitan Area);Syracuse, NY;13891;15096;ONT;SYR;2351;16;35587;AA;4631;35508;F9;1141;17824;202131389115096ONTSYR;;
Table1a;2021;3;32575;35096;Los Angeles, CA (Metropolitan Area);Syracuse, NY;14908;15096;SNA;SYR;2351;21;41932;AA;5469;40159;AA;5469;40159;202131490815096SNASYR;;
Table1a;2021;3;32600;32575;Little Rock, AR;Los Angeles, CA (Metropolitan Area);12992;10800;LIT;BUR;1494;18;25387;WN;5904;22989;WN;5904;22989;202131299210800LITBUR;;
Table1a;2021;3;32600;32575;Little Rock, AR;Los Angeles, CA (Metropolitan Area);12992;12892;LIT;LAX;1494;142;21818;AA;3078;27923;G4;2473;8995;202131299212892LITLAX;;
Table1a;2021;3;32600;32575;Little Rock, AR;Los Angeles, CA (Metropolitan Area);12992;12954;LIT;LGB;1494;4;20190;WN;8108;19240;WN;8108;19240;202131299212954LITLGB;;
Table1a;2021;3;32600;32575;Little Rock, AR;Los Angeles, CA (Metropolitan Area);12992;13891;LIT;ONT;1494;34;26428;AA;6317;28394;WN;1968;23725;202131299213891LITONT;;
Table1a;2021;3;32600;32575;Little Rock, AR;Los Angeles, CA (Metropolitan Area);12992;14908;LIT;SNA;1494;30;27938;AA;5328;29927;WN;2591;23985;202131299214908LITSNA;;
Table1a;2021;3;33044;30852;Louisville, KY;Washington, DC (Metropolitan Area);14730;10821;SDF;BWI;495;213;14266;WN;9223;13766;WN;9223;13766;202131473010821SDFBWI;;
Table1a;2021;3;33044;30852;Louisville, KY;Washington, DC (Metropolitan Area);14730;11278;SDF;DCA;495;157;16854;AA;8960;16677;WN;374;15805;202131473011278SDFDCA;;
Table1a;2021;3;33044;30852;Louisville, KY;Washington, DC (Metropolitan Area);14730;12264;SDF;IAD;495;107;17018;UA;9133;16734;WN;398;15269;202131473012264SDFIAD;;
Table1a;2021;3;33044;31703;Louisville, KY;New York City, NY (Metropolitan Area);14730;11618;SDF;EWR;699;74;23359;UA;5515;21158;UA;5515;21158;202131473011618SDFEWR;;
Table1a;2021;3;33044;31703;Louisville, KY;New York City, NY (Metropolitan Area);14730;12197;SDF;HPN;699;5;28380;DL;6000;26237;DL;6000;26237;202131473012197SDFHPN;;
Table1a;2021;3;33044;31703;Louisville, KY;New York City, NY (Metropolitan Area);14730;12391;SDF;ISP;699;13;20589;WN;8136;19260;WN;8136;19260;202131473012391SDFISP;;
Table1a;2021;3;33044;31703;Louisville, KY;New York City, NY (Metropolitan Area);14730;12478;SDF;JFK;699;11;26281;DL;5361;29736;AA;4227;21892;202131473012478SDFJFK;;
Table1a;2021;3;33044;31703;Louisville, KY;New York City, NY (Metropolitan Area);14730;12953;SDF;LGA;699;242;19887;DL;6834;20386;AA;2457;18176;202131473012953SDFLGA;;
Table1a;2021;3;33044;31703;Louisville, KY;New York City, NY (Metropolitan Area);14730;15070;SDF;SWF;699;1;35034;AA;10000;35034;AA;10000;35034;202131473015070SDFSWF;;
Table1a;2021;3;33044;32467;Louisville, KY;Miami, FL (Metropolitan Area);14730;11697;SDF;FLL;910;154;12458;NK;2775;7554;NK;2775;7554;202131473011697SDFFLL;;
Table1a;2021;3;33044;32467;Louisville, KY;Miami, FL (Metropolitan Area);14730;13303;SDF;MIA;910;120;17187;AA;6995;17062;WN;1041;14355;202131473013303SDFMIA;;
Table1a;2021;3;33044;33195;Louisville, KY;Tampa, FL (Metropolitan Area);14730;14112;SDF;PIE;729;42;7331;G4;10000;7331;G4;10000;7331;202131473014112SDFPIE;;
Table1a;2021;3;33044;33195;Louisville, KY;Tampa, FL (Metropolitan Area);14730;15304;SDF;TPA;729;274;13006;WN;7375;12244;WN;7375;12244;202131473015304SDFTPA;;
Table1a;2021;3;33105;30194;Cincinnati, OH;Dallas/Fort Worth, TX;11193;11259;CVG;DAL;812;31;16304;WN;7762;15224;WN;7762;15224;202131119311259CVGDAL;;
Table1a;2021;3;33105;30194;Cincinnati, OH;Dallas/Fort Worth, TX;11193;11298;CVG;DFW;812;482;16702;AA;7837;17599;F9;1140;7226;202131119311298CVGDFW;;
Table1a;2021;3;33105;30466;Cincinnati, OH;Phoenix, AZ;11193;10466;CVG;AZA;1569;86;10092;G4;10000;10092;G4;10000;10092;202131119310466CVGAZA;;
Table1a;2021;3;33105;30466;Cincinnati, OH;Phoenix, AZ;11193;14107;CVG;PHX;1569;270;20880;AA;4482;18733;AA;4482;18733;202131119314107CVGPHX;;
Table1a;2021;3;33105;30852;Cincinnati, OH;Washington, DC (Metropolitan Area);11193;10821;CVG;BWI;430;202;14157;WN;8658;13246;WN;8658;13246;202131119310821CVGBWI;;
Table1a;2021;3;33105;30852;Cincinnati, OH;Washington, DC (Metropolitan Area);11193;11278;CVG;DCA;430;254;14345;DL;5393;14951;AA;4530;13629;202131119311278CVGDCA;;
Table1a;2021;3;33105;30852;Cincinnati, OH;Washington, DC (Metropolitan Area);11193;12264;CVG;IAD;430;97;15157;UA;9291;14688;UA;9291;14688;202131119312264CVGIAD;;
Table1a;2021;3;33105;31453;Cincinnati, OH;Houston, TX;11193;12191;CVG;HOU;886;87;15785;WN;7965;14463;WN;7965;14463;202131119312191CVGHOU;;
Table1a;2021;3;33105;31453;Cincinnati, OH;Houston, TX;11193;12266;CVG;IAH;886;281;19682;UA;8521;19547;WN;174;15625;202131119312266CVGIAH;;
Table1a;2021;3;33105;31703;Cincinnati, OH;New York City, NY (Metropolitan Area);11193;11618;CVG;EWR;626;372;18543;DL;4798;20753;G4;2092;9121;202131119311618CVGEWR;;
Table1a;2021;3;33105;31703;Cincinnati, OH;New York City, NY (Metropolitan Area);11193;12197;CVG;HPN;626;8;24267;AA;6056;24553;DL;3239;24194;202131119312197CVGHPN;;
Table1a;2021;3;33105;31703;Cincinnati, OH;New York City, NY (Metropolitan Area);11193;12391;CVG;ISP;626;9;18512;WN;6456;16263;WN;6456;16263;202131119312391CVGISP;;
Table1a;2021;3;33105;31703;Cincinnati, OH;New York City, NY (Metropolitan Area);11193;12478;CVG;JFK;626;73;23589;DL;7590;24344;AA;1437;20183;202131119312478CVGJFK;;
Table1a;2021;3;33105;31703;Cincinnati, OH;New York City, NY (Metropolitan Area);11193;12953;CVG;LGA;626;378;21312;DL;7300;22733;AA;2251;17196;202131119312953CVGLGA;;
Table1a;2021;3;33105;31703;Cincinnati, OH;New York City, NY (Metropolitan Area);11193;15070;CVG;SWF;626;1;23474;AA;10000;23474;AA;10000;23474;202131119315070CVGSWF;;
Table1a;2021;3;33105;32457;Cincinnati, OH;San Francisco, CA (Metropolitan Area);11193;13796;CVG;OAK;2036;36;25349;WN;5582;24913;F9;1313;10132;202131119313796CVGOAK;;
Table1a;2021;3;33105;32457;Cincinnati, OH;San Francisco, CA (Metropolitan Area);11193;14771;CVG;SFO;2036;196;30671;DL;4884;33033;AA;1857;27833;202131119314771CVGSFO;;
Table1a;2021;3;33105;32457;Cincinnati, OH;San Francisco, CA (Metropolitan Area);11193;14831;CVG;SJC;2036;52;32506;DL;4349;38239;WN;2395;26383;202131119314831CVGSJC;;
Table1a;2021;3;33105;32467;Cincinnati, OH;Miami, FL (Metropolitan Area);11193;11697;CVG;FLL;948;376;12220;DL;5532;14593;G4;3705;8396;202131119311697CVGFLL;;
Table1a;2021;3;33105;32467;Cincinnati, OH;Miami, FL (Metropolitan Area);11193;13303;CVG;MIA;948;198;15851;AA;7448;16373;F9;1029;7428;202131119313303CVGMIA;;
Table1a;2021;3;33105;32575;Cincinnati, OH;Los Angeles, CA (Metropolitan Area);11193;10800;CVG;BUR;1900;26;23329;WN;4083;20489;WN;4083;20489;202131119310800CVGBUR;;
Table1a;2021;3;33105;32575;Cincinnati, OH;Los Angeles, CA (Metropolitan Area);11193;12892;CVG;LAX;1900;392;24883;DL;5650;27803;UA;1137;23142;202131119312892CVGLAX;;
Table1a;2021;3;33105;32575;Cincinnati, OH;Los Angeles, CA (Metropolitan Area);11193;12954;CVG;LGB;1900;4;23894;WN;4000;23248;AA;3500;19775;202131119312954CVGLGB;;
Table1a;2021;3;33105;32575;Cincinnati, OH;Los Angeles, CA (Metropolitan Area);11193;13891;CVG;ONT;1900;52;27747;AA;3896;25331;WN;1312;22116;202131119313891CVGONT;;
Table1a;2021;3;33105;32575;Cincinnati, OH;Los Angeles, CA (Metropolitan Area);11193;14908;CVG;SNA;1900;73;28957;AA;4101;28800;WN;1516;23873;202131119314908CVGSNA;;
Table1a;2021;3;33105;33195;Cincinnati, OH;Tampa, FL (Metropolitan Area);11193;14112;CVG;PIE;776;191;8097;G4;10000;8097;G4;10000;8097;202131119314112CVGPIE;;
Table1a;2021;3;33105;33195;Cincinnati, OH;Tampa, FL (Metropolitan Area);11193;15304;CVG;TPA;776;400;13222;DL;6130;14999;F9;1985;8347;202131119315304CVGTPA;;
Table1a;2021;3;33192;30852;Sacramento, CA;Washington, DC (Metropolitan Area);14893;10821;SMF;BWI;2395;210;25369;WN;5447;24955;AA;1494;24742;202131489310821SMFBWI;;
Table1a;2021;3;33192;30852;Sacramento, CA;Washington, DC (Metropolitan Area);14893;11278;SMF;DCA;2395;123;31142;AA;3793;33073;WN;1733;26885;202131489311278SMFDCA;;
Table1a;2021;3;33192;30852;Sacramento, CA;Washington, DC (Metropolitan Area);14893;12264;SMF;IAD;2395;220;34697;UA;8082;35377;WN;865;28563;202131489312264SMFIAD;;
Table1a;2021;3;33195;30852;Tampa, FL (Metropolitan Area);Washington, DC (Metropolitan Area);14112;10821;PIE;BWI;850;0;10200;G4;10000;10200;G4;10000;10200;202131411210821PIEBWI;;
Table1a;2021;3;33195;30852;Tampa, FL (Metropolitan Area);Washington, DC (Metropolitan Area);15304;10821;TPA;BWI;850;903;15068;WN;8256;15734;NK;1187;7808;202131530410821TPABWI;;
Table1a;2021;3;33195;30852;Tampa, FL (Metropolitan Area);Washington, DC (Metropolitan Area);15304;11278;TPA;DCA;850;713;15965;AA;5370;17125;WN;4233;13948;202131530411278TPADCA;;
Table1a;2021;3;33195;30852;Tampa, FL (Metropolitan Area);Washington, DC (Metropolitan Area);15304;12264;TPA;IAD;850;352;17907;UA;9278;17772;WN;185;14982;202131530412264TPAIAD;;
Table1a;2021;3;33198;30466;Kansas City, MO;Phoenix, AZ;13198;14107;MCI;PHX;1044;592;21906;WN;6359;21919;AA;3116;21698;202131319814107MCIPHX;;
Table1a;2021;3;33198;30852;Kansas City, MO;Washington, DC (Metropolitan Area);13198;10821;MCI;BWI;967;317;20916;WN;8478;20935;NK;147;8674;202131319810821MCIBWI;;
Table1a;2021;3;33198;30852;Kansas City, MO;Washington, DC (Metropolitan Area);13198;11278;MCI;DCA;967;261;20980;AA;7001;21102;WN;1988;19443;202131319811278MCIDCA;;
Table1a;2021;3;33198;30852;Kansas City, MO;Washington, DC (Metropolitan Area);13198;12264;MCI;IAD;967;147;23451;UA;8594;23409;WN;577;21717;202131319812264MCIIAD;;
Table1a;2021;3;33198;31703;Kansas City, MO;New York City, NY (Metropolitan Area);13198;11618;MCI;EWR;1148;151;25106;UA;4476;25516;AA;2270;24826;202131319811618MCIEWR;;
Table1a;2021;3;33198;31703;Kansas City, MO;New York City, NY (Metropolitan Area);13198;12197;MCI;HPN;1148;7;25743;AA;4265;26579;UA;1618;22536;202131319812197MCIHPN;;
Table1a;2021;3;33198;31703;Kansas City, MO;New York City, NY (Metropolitan Area);13198;12391;MCI;ISP;1148;18;26509;WN;8727;26274;WN;8727;26274;202131319812391MCIISP;;
Table1a;2021;3;33198;31703;Kansas City, MO;New York City, NY (Metropolitan Area);13198;12478;MCI;JFK;1148;19;27087;DL;4916;27442;DL;4916;27442;202131319812478MCIJFK;;
Table1a;2021;3;33198;31703;Kansas City, MO;New York City, NY (Metropolitan Area);13198;12953;MCI;LGA;1148;442;24355;DL;6281;26389;AA;2060;20301;202131319812953MCILGA;;
Table1a;2021;3;33198;31703;Kansas City, MO;New York City, NY (Metropolitan Area);13198;15070;MCI;SWF;1148;1;27080;AA;10000;27080;AA;10000;27080;202131319815070MCISWF;;
Table1a;2021;3;33198;32457;Kansas City, MO;San Francisco, CA (Metropolitan Area);13198;13796;MCI;OAK;1499;198;24571;WN;9037;24806;NK;358;9701;202131319813796MCIOAK;;
Table1a;2021;3;33198;32457;Kansas City, MO;San Francisco, CA (Metropolitan Area);13198;14771;MCI;SFO;1499;152;25993;DL;2921;24629;WN;2136;22338;202131319814771MCISFO;;
Table1a;2021;3;33198;32457;Kansas City, MO;San Francisco, CA (Metropolitan Area);13198;14831;MCI;SJC;1499;85;25681;WN;5601;25460;AA;1240;23341;202131319814831MCISJC;;
Table1a;2021;3;33198;32467;Kansas City, MO;Miami, FL (Metropolitan Area);13198;11697;MCI;FLL;1251;263;16741;WN;6656;17320;NK;1480;8470;202131319811697MCIFLL;;
Table1a;2021;3;33198;32467;Kansas City, MO;Miami, FL (Metropolitan Area);13198;13303;MCI;MIA;1251;226;17125;AA;6822;16940;WN;2191;15675;202131319813303MCIMIA;;
Table1a;2021;3;33198;32575;Kansas City, MO;Los Angeles, CA (Metropolitan Area);13198;10800;MCI;BUR;1363;46;22016;WN;6901;20678;WN;6901;20678;202131319810800MCIBUR;;
Table1a;2021;3;33198;32575;Kansas City, MO;Los Angeles, CA (Metropolitan Area);13198;12892;MCI;LAX;1363;667;18075;WN;3333;20735;NK;2308;9725;202131319812892MCILAX;;
Table1a;2021;3;33198;32575;Kansas City, MO;Los Angeles, CA (Metropolitan Area);13198;12954;MCI;LGB;1363;27;19365;WN;8008;16706;WN;8008;16706;202131319812954MCILGB;;
Table1a;2021;3;33198;32575;Kansas City, MO;Los Angeles, CA (Metropolitan Area);13198;13891;MCI;ONT;1363;79;24834;WN;4744;23633;WN;4744;23633;202131319813891MCIONT;;
Table1a;2021;3;33198;32575;Kansas City, MO;Los Angeles, CA (Metropolitan Area);13198;14908;MCI;SNA;1363;213;19353;WN;6341;18758;WN;6341;18758;202131319814908MCISNA;;
Table1a;2021;3;33198;33195;Kansas City, MO;Tampa, FL (Metropolitan Area);13198;14112;MCI;PIE;1048;43;8082;G4;10000;8082;G4;10000;8082;202131319814112MCIPIE;;
Table1a;2021;3;33198;33195;Kansas City, MO;Tampa, FL (Metropolitan Area);13198;15304;MCI;TPA;1048;378;18196;WN;6694;19075;WN;6694;19075;202131319815304MCITPA;;
Table1a;2021;3;33214;30852;San Antonio, TX;Washington, DC (Metropolitan Area);14683;10821;SAT;BWI;1407;354;24160;WN;7848;23665;WN;7848;23665;202131468310821SATBWI;;
Table1a;2021;3;33214;30852;San Antonio, TX;Washington, DC (Metropolitan Area);14683;11278;SAT;DCA;1407;215;24296;WN;3744;21925;WN;3744;21925;202131468311278SATDCA;;
Table1a;2021;3;33214;30852;San Antonio, TX;Washington, DC (Metropolitan Area);14683;12264;SAT;IAD;1407;151;29742;UA;6801;31596;DL;1455;25745;202131468312264SATIAD;;
Table1a;2021;3;33214;32457;San Antonio, TX;San Francisco, CA (Metropolitan Area);14683;13796;SAT;OAK;1482;67;22484;WN;8498;22165;WN;8498;22165;202131468313796SATOAK;;
Table1a;2021;3;33214;32457;San Antonio, TX;San Francisco, CA (Metropolitan Area);14683;14771;SAT;SFO;1482;130;26051;AA;3386;26563;WN;2266;22360;202131468314771SATSFO;;
Table1a;2021;3;33214;32457;San Antonio, TX;San Francisco, CA (Metropolitan Area);14683;14831;SAT;SJC;1482;111;20009;WN;4971;19323;WN;4971;19323;202131468314831SATSJC;;
Table1a;2021;3;33214;33195;San Antonio, TX;Tampa, FL (Metropolitan Area);14683;15304;SAT;TPA;972;256;18640;WN;6569;17943;WN;6569;17943;202131468315304SATTPA;;
Table1a;2021;3;33244;30466;Memphis, TN;Phoenix, AZ;13244;14107;MEM;PHX;1264;187;21397;AA;4293;22965;WN;4026;19741;202131324414107MEMPHX;;
Table1a;2021;3;33244;30852;Memphis, TN;Washington, DC (Metropolitan Area);13244;10821;MEM;BWI;787;119;19211;WN;4885;18066;WN;4885;18066;202131324410821MEMBWI;;
Table1a;2021;3;33244;30852;Memphis, TN;Washington, DC (Metropolitan Area);13244;11278;MEM;DCA;787;183;23101;AA;7650;23376;DL;1318;23181;202131324411278MEMDCA;;
Table1a;2021;3;33244;30852;Memphis, TN;Washington, DC (Metropolitan Area);13244;12264;MEM;IAD;787;32;22806;DL;4144;23488;WN;2466;19583;202131324412264MEMIAD;;
Table1a;2021;3;33244;31703;Memphis, TN;New York City, NY (Metropolitan Area);13244;11618;MEM;EWR;1002;118;25447;DL;4114;27942;AA;3902;23675;202131324411618MEMEWR;;
Table1a;2021;3;33244;31703;Memphis, TN;New York City, NY (Metropolitan Area);13244;12197;MEM;HPN;1002;9;30514;DL;5610;34378;AA;3293;26829;202131324412197MEMHPN;;
Table1a;2021;3;33244;31703;Memphis, TN;New York City, NY (Metropolitan Area);13244;12391;MEM;ISP;1002;3;25916;AA;5200;33939;F9;1600;13825;202131324412391MEMISP;;
Table1a;2021;3;33244;31703;Memphis, TN;New York City, NY (Metropolitan Area);13244;12478;MEM;JFK;1002;28;28377;AA;4883;25365;AA;4883;25365;202131324412478MEMJFK;;
Table1a;2021;3;33244;31703;Memphis, TN;New York City, NY (Metropolitan Area);13244;12953;MEM;LGA;1002;179;24898;AA;5006;22531;AA;5006;22531;202131324412953MEMLGA;;
Table1a;2021;3;33244;31703;Memphis, TN;New York City, NY (Metropolitan Area);13244;15070;MEM;SWF;1002;0;29475;AA;10000;29475;AA;10000;29475;202131324415070MEMSWF;;
Table1a;2021;3;33244;32467;Memphis, TN;Miami, FL (Metropolitan Area);13244;11697;MEM;FLL;859;193;15494;G4;4969;10202;G4;4969;10202;202131324411697MEMFLL;;
Table1a;2021;3;33244;32467;Memphis, TN;Miami, FL (Metropolitan Area);13244;13303;MEM;MIA;859;188;20480;AA;5736;21549;WN;1546;14922;202131324413303MEMMIA;;
Table1a;2021;3;33316;30466;Omaha, NE;Phoenix, AZ;13871;10466;OMA;AZA;1037;28;8186;G4;10000;8186;G4;10000;8186;202131387110466OMAAZA;;
Table1a;2021;3;33316;30466;Omaha, NE;Phoenix, AZ;13871;14107;OMA;PHX;1037;447;19809;WN;6443;19385;WN;6443;19385;202131387114107OMAPHX;;
Table1a;2021;3;33316;30852;Omaha, NE;Washington, DC (Metropolitan Area);13871;10821;OMA;BWI;1025;61;24648;WN;4053;22745;WN;4053;22745;202131387110821OMABWI;;
Table1a;2021;3;33316;30852;Omaha, NE;Washington, DC (Metropolitan Area);13871;11278;OMA;DCA;1025;222;20287;WN;7730;18864;WN;7730;18864;202131387111278OMADCA;;
Table1a;2021;3;33316;30852;Omaha, NE;Washington, DC (Metropolitan Area);13871;12264;OMA;IAD;1025;36;24819;DL;3273;26910;AA;1273;22296;202131387112264OMAIAD;;
Table1a;2021;3;33316;32457;Omaha, NE;San Francisco, CA (Metropolitan Area);13871;13796;OMA;OAK;1433;54;21838;WN;8219;21074;WN;8219;21074;202131387113796OMAOAK;;
Table1a;2021;3;33316;32457;Omaha, NE;San Francisco, CA (Metropolitan Area);13871;14771;OMA;SFO;1433;91;26961;UA;2953;33403;WN;2605;22250;202131387114771OMASFO;;
Table1a;2021;3;33316;32457;Omaha, NE;San Francisco, CA (Metropolitan Area);13871;14831;OMA;SJC;1433;50;23824;WN;5252;21068;WN;5252;21068;202131387114831OMASJC;;
Table1a;2021;3;33316;33195;Omaha, NE;Tampa, FL (Metropolitan Area);13871;14112;OMA;PIE;1190;41;9687;G4;10000;9687;G4;10000;9687;202131387114112OMAPIE;;
Table1a;2021;3;33316;33195;Omaha, NE;Tampa, FL (Metropolitan Area);13871;15304;OMA;TPA;1190;170;18313;WN;5051;16794;WN;5051;16794;202131387115304OMATPA;;
Table1a;2021;3;33342;30466;Milwaukee, WI;Phoenix, AZ;13342;14107;MKE;PHX;1460;572;22723;WN;5796;22185;WN;5796;22185;202131334214107MKEPHX;;
Table1a;2021;3;33342;30852;Milwaukee, WI;Washington, DC (Metropolitan Area);13342;10821;MKE;BWI;641;273;17000;WN;9147;16608;WN;9147;16608;202131334210821MKEBWI;;
Table1a;2021;3;33342;30852;Milwaukee, WI;Washington, DC (Metropolitan Area);13342;11278;MKE;DCA;641;210;17811;WN;8016;17134;WN;8016;17134;202131334211278MKEDCA;;
Table1a;2021;3;33342;30852;Milwaukee, WI;Washington, DC (Metropolitan Area);13342;12264;MKE;IAD;641;67;19920;UA;7812;19170;UA;7812;19170;202131334212264MKEIAD;;
Table1a;2021;3;33342;31703;Milwaukee, WI;New York City, NY (Metropolitan Area);13342;11618;MKE;EWR;777;117;23920;UA;4629;22689;UA;4629;22689;202131334211618MKEEWR;;
Table1a;2021;3;33342;31703;Milwaukee, WI;New York City, NY (Metropolitan Area);13342;12197;MKE;HPN;777;6;26768;DL;5763;25717;UA;1525;25074;202131334212197MKEHPN;;
Table1a;2021;3;33342;31703;Milwaukee, WI;New York City, NY (Metropolitan Area);13342;12391;MKE;ISP;777;11;23063;WN;8667;21775;WN;8667;21775;202131334212391MKEISP;;
Table1a;2021;3;33342;31703;Milwaukee, WI;New York City, NY (Metropolitan Area);13342;12478;MKE;JFK;777;15;28133;DL;6087;31931;AA;3116;23260;202131334212478MKEJFK;;
Table1a;2021;3;33342;31703;Milwaukee, WI;New York City, NY (Metropolitan Area);13342;12953;MKE;LGA;777;285;27727;DL;8312;28644;WN;282;19851;202131334212953MKELGA;;
Table1a;2021;3;33342;31703;Milwaukee, WI;New York City, NY (Metropolitan Area);13342;15070;MKE;SWF;777;1;28422;AA;10000;28422;AA;10000;28422;202131334215070MKESWF;;
Table1a;2021;3;33342;32457;Milwaukee, WI;San Francisco, CA (Metropolitan Area);13342;13796;MKE;OAK;1845;57;26544;WN;8585;28063;NK;841;9023;202131334213796MKEOAK;;
Table1a;2021;3;33342;32457;Milwaukee, WI;San Francisco, CA (Metropolitan Area);13342;14771;MKE;SFO;1845;127;30631;DL;2904;33021;WN;2818;28111;202131334214771MKESFO;;
Table1a;2021;3;33342;32457;Milwaukee, WI;San Francisco, CA (Metropolitan Area);13342;14831;MKE;SJC;1845;67;26104;WN;6048;23773;AA;1839;22783;202131334214831MKESJC;;
Table1a;2021;3;33342;33195;Milwaukee, WI;Tampa, FL (Metropolitan Area);13342;15304;MKE;TPA;1075;282;17506;WN;7822;16946;F9;358;8010;202131334215304MKETPA;;
Table1a;2021;3;33485;31703;Madison, WI;New York City, NY (Metropolitan Area);13485;11618;MSN;EWR;850;78;29058;UA;5732;28480;AA;1060;27809;202131348511618MSNEWR;;
Table1a;2021;3;33485;31703;Madison, WI;New York City, NY (Metropolitan Area);13485;12197;MSN;HPN;850;6;34144;AA;4630;36394;DL;4259;30287;202131348512197MSNHPN;;
Table1a;2021;3;33485;31703;Madison, WI;New York City, NY (Metropolitan Area);13485;12391;MSN;ISP;850;1;33446;AA;10000;33446;AA;10000;33446;202131348512391MSNISP;;
Table1a;2021;3;33485;31703;Madison, WI;New York City, NY (Metropolitan Area);13485;12478;MSN;JFK;850;12;31854;DL;6147;35521;AA;3119;26298;202131348512478MSNJFK;;
Table1a;2021;3;33485;31703;Madison, WI;New York City, NY (Metropolitan Area);13485;12953;MSN;LGA;850;88;31821;DL;7457;31486;DL;7457;31486;202131348512953MSNLGA;;
Table1a;2021;3;33485;31703;Madison, WI;New York City, NY (Metropolitan Area);13485;15070;MSN;SWF;850;0;26800;AA;10000;26800;AA;10000;26800;202131348515070MSNSWF;;
Table1a;2021;3;33495;30466;New Orleans, LA;Phoenix, AZ;13495;14107;MSY;PHX;1300;212;23058;WN;4877;22321;WN;4877;22321;202131349514107MSYPHX;;
Table1a;2021;3;33495;30852;New Orleans, LA;Washington, DC (Metropolitan Area);13495;10821;MSY;BWI;998;397;16914;WN;7176;17868;NK;1631;9920;202131349510821MSYBWI;;
Table1a;2021;3;33495;30852;New Orleans, LA;Washington, DC (Metropolitan Area);13495;11278;MSY;DCA;998;262;22084;AA;7034;22082;WN;1727;19559;202131349511278MSYDCA;;
Table1a;2021;3;33495;30852;New Orleans, LA;Washington, DC (Metropolitan Area);13495;12264;MSY;IAD;998;130;22673;UA;8704;22617;WN;518;21266;202131349512264MSYIAD;;
Table1a;2021;3;33495;31703;New Orleans, LA;New York City, NY (Metropolitan Area);13495;11618;MSY;EWR;1218;472;18559;UA;7035;20221;NK;2317;11517;202131349511618MSYEWR;;
Table1a;2021;3;33495;31703;New Orleans, LA;New York City, NY (Metropolitan Area);13495;12197;MSY;HPN;1218;8;25813;DL;5676;26802;AA;3514;24854;202131349512197MSYHPN;;
Table1a;2021;3;33495;31703;New Orleans, LA;New York City, NY (Metropolitan Area);13495;12391;MSY;ISP;1218;10;20683;WN;9556;20964;AA;444;14650;202131349512391MSYISP;;
Table1a;2021;3;33495;31703;New Orleans, LA;New York City, NY (Metropolitan Area);13495;12478;MSY;JFK;1218;370;21839;B6;5070;19090;B6;5070;19090;202131349512478MSYJFK;;
Table1a;2021;3;33495;31703;New Orleans, LA;New York City, NY (Metropolitan Area);13495;12953;MSY;LGA;1218;249;24074;DL;6217;26299;WN;1909;18954;202131349512953MSYLGA;;
Table1a;2021;3;33495;31703;New Orleans, LA;New York City, NY (Metropolitan Area);13495;15070;MSY;SWF;1218;0;30950;AA;10000;30950;AA;10000;30950;202131349515070MSYSWF;;
Table1a;2021;3;33495;32457;New Orleans, LA;San Francisco, CA (Metropolitan Area);13495;13796;MSY;OAK;1911;106;22486;WN;7963;22887;WN;7963;22887;202131349513796MSYOAK;;
Table1a;2021;3;33495;32457;New Orleans, LA;San Francisco, CA (Metropolitan Area);13495;14771;MSY;SFO;1911;172;28670;UA;4048;33389;WN;1526;23436;202131349514771MSYSFO;;
Table1a;2021;3;33495;32457;New Orleans, LA;San Francisco, CA (Metropolitan Area);13495;14831;MSY;SJC;1911;68;25553;WN;4912;23279;WN;4912;23279;202131349514831MSYSJC;;
Table1a;2021;3;33495;33195;New Orleans, LA;Tampa, FL (Metropolitan Area);13495;15304;MSY;TPA;488;271;13759;WN;6503;14061;NK;2140;8872;202131349515304MSYTPA;;
Table1a;2021;3;33541;31703;Martha's Vineyard, MA;New York City, NY (Metropolitan Area);13541;11618;MVY;EWR;192;52;16557;B6;9896;16405;B6;9896;16405;202131354111618MVYEWR;;
Table1a;2021;3;33541;31703;Martha's Vineyard, MA;New York City, NY (Metropolitan Area);13541;12478;MVY;JFK;192;195;16979;B6;7709;17006;DL;2291;16886;202131354112478MVYJFK;;
Table1a;2021;3;33541;31703;Martha's Vineyard, MA;New York City, NY (Metropolitan Area);13541;12953;MVY;LGA;192;90;16156;B6;8301;15624;B6;8301;15624;202131354112953MVYLGA;;
